policy,review_budget,cost_profile,automatic_coverage,accepted_error_rate,wrong_automatic_actions,selective_risk,manual_review_load,review_rate,false_blocks,true_structural_blocks,total_cost,risk_auroc,risk_auprc,expected_calibration_error,brier_score,action_sha256
weighted_linear,0.4,review_expensive,0.6,0.005263157894736842,24,0.005263157894736842,3040,0.4,0,0,12400.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,96b2f5228fb0c9fb79adb9168d81c37f13bc0fa173d40c489d38bee9d11a61ca
explainer_disagreement,0.05,balanced,0.95,0.0520775623268698,376,0.0520775623268698,380,0.05,0,0,4140.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,9204ed85b5075dffdcd2e1338da3b676810a19ef971a3cb8bf9bd7e9214f867e
explainer_disagreement,0.05,unsafe_accept_sensitive,0.95,0.0520775623268698,376,0.0520775623268698,380,0.05,0,0,9780.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,9204ed85b5075dffdcd2e1338da3b676810a19ef971a3cb8bf9bd7e9214f867e
explainer_disagreement,0.05,review_expensive,0.95,0.0520775623268698,376,0.0520775623268698,380,0.05,0,0,5280.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,9204ed85b5075dffdcd2e1338da3b676810a19ef971a3cb8bf9bd7e9214f867e
explainer_disagreement,0.1,balanced,0.9,0.052192982456140354,357,0.052192982456140354,760,0.1,0,0,4330.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,378f88da5fdc6df345aa65b5fa0dc74fabd1769dcb874714a80d9fb6d6720d2b
explainer_disagreement,0.1,unsafe_accept_sensitive,0.9,0.052192982456140354,357,0.052192982456140354,760,0.1,0,0,9685.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,378f88da5fdc6df345aa65b5fa0dc74fabd1769dcb874714a80d9fb6d6720d2b
explainer_disagreement,0.1,review_expensive,0.9,0.052192982456140354,357,0.052192982456140354,760,0.1,0,0,6610.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,378f88da5fdc6df345aa65b5fa0dc74fabd1769dcb874714a80d9fb6d6720d2b
explainer_disagreement,0.2,balanced,0.8,0.0506578947368421,308,0.0506578947368421,1520,0.2,0,0,4600.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,ae241f2edc8c0ceca7489dc15e54984c2009ff20086f02ddc400b41f6826ced9
explainer_disagreement,0.2,unsafe_accept_sensitive,0.8,0.0506578947368421,308,0.0506578947368421,1520,0.2,0,0,9220.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,ae241f2edc8c0ceca7489dc15e54984c2009ff20086f02ddc400b41f6826ced9
explainer_disagreement,0.2,review_expensive,0.8,0.0506578947368421,308,0.0506578947368421,1520,0.2,0,0,9160.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,ae241f2edc8c0ceca7489dc15e54984c2009ff20086f02ddc400b41f6826ced9
explainer_disagreement,0.3,balanced,0.7,0.05056390977443609,269,0.05056390977443609,2280,0.3,0,0,4970.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,6c7e00a18788e7b079c2e9491baae384e7c4554a419984bd637b383c595b8c42
explainer_disagreement,0.3,unsafe_accept_sensitive,0.7,0.05056390977443609,269,0.05056390977443609,2280,0.3,0,0,9005.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,6c7e00a18788e7b079c2e9491baae384e7c4554a419984bd637b383c595b8c42
explainer_disagreement,0.3,review_expensive,0.7,0.05056390977443609,269,0.05056390977443609,2280,0.3,0,0,11810.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,6c7e00a18788e7b079c2e9491baae384e7c4554a419984bd637b383c595b8c42
explainer_disagreement,0.4,balanced,0.6,0.051096491228070175,233,0.051096491228070175,3040,0.4,0,0,5370.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,f38b933aa202c85033bef2b059ad62dbfac45db853771596ce678b8d5f33e9a7
explainer_disagreement,0.4,unsafe_accept_sensitive,0.6,0.051096491228070175,233,0.051096491228070175,3040,0.4,0,0,8865.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,f38b933aa202c85033bef2b059ad62dbfac45db853771596ce678b8d5f33e9a7
explainer_disagreement,0.4,review_expensive,0.6,0.051096491228070175,233,0.051096491228070175,3040,0.4,0,0,14490.0,0.49917133578988104,0.052168738071692804,0.9005519880016783,0.8703994498867154,f38b933aa202c85033bef2b059ad62dbfac45db853771596ce678b8d5f33e9a7
simple_or,0.05,balanced,0.95,0.04307479224376731,311,0.04307479224376731,380,0.05,0,0,3490.0,0.7673693486783437,0.14693120464743642,0.4371052631578948,0.29546052631578945,9daa91bf8a4d289c871686950a0d933227dd58c7d3862cd295f4e3b273f8897c
simple_or,0.05,unsafe_accept_sensitive,0.95,0.04307479224376731,311,0.04307479224376731,380,0.05,0,0,8155.0,0.7673693486783437,0.14693120464743642,0.4371052631578948,0.29546052631578945,9daa91bf8a4d289c871686950a0d933227dd58c7d3862cd295f4e3b273f8897c
simple_or,0.05,review_expensive,0.95,0.04307479224376731,311,0.04307479224376731,380,0.05,0,0,4630.0,0.7673693486783437,0.14693120464743642,0.4371052631578948,0.29546052631578945,9daa91bf8a4d289c871686950a0d933227dd58c7d3862cd295f4e3b273f8897c
simple_or,0.1,balanced,0.9,0.03567251461988304,244,0.03567251461988304,760,0.1,0,0,3200.0,0.7673693486783437,0.14693120464743642,0.4371052631578948,0.29546052631578945,0f0f778c6c9aa104ace068e1a05a02be54da9d384f893889fcb6c898033bc77e
simple_or,0.1,unsafe_accept_sensitive,0.9,0.03567251461988304,244,0.03567251461988304,760,0.1,0,0,6860.0,0.7673693486783437,0.14693120464743642,0.4371052631578948,0.29546052631578945,0f0f778c6c9aa104ace068e1a05a02be54da9d384f893889fcb6c898033bc77e
simple_or,0.1,review_expensive,0.9,0.03567251461988304,244,0.03567251461988304,760,0.1,0,0,5480.0,0.7673693486783437,0.14693120464743642,0.4371052631578948,0.29546052631578945,0f0f778c6c9aa104ace068e1a05a02be54da9d384f893889fcb6c898033bc77e
simple_or,0.2,balanced,0.8,0.016611842105263157,101,0.016611842105263157,1520,0.2,0,0,2530.0,0.7673693486783437,0.14693120464743642,0.4371052631578948,0.29546052631578945,42db6664286fc81c3759d4582d310b625e6a336504fcd0d985eaa00a01ba9380
