method,w_p,w_u,w_I,w_Delta,w_R,theta_1,theta_2,theta_3,theta_4
random_search,0.04813891667252372,0.03000015331821934,0.0012561133031530744,0.8131117559518277,0.10749306075427623,0.21187725366190138,0.3980600079907713,0.5303983772307679,0.7096790771746483
random_search,0.06866989208712118,0.007087854996414598,0.03681370074576664,0.8265840469995179,0.06084450517117971,0.2889257942650185,0.40561578400545134,0.4655443844459756,0.6381830019864003
random_search,0.8219024678277336,0.10068268750311485,0.03231230637456267,0.030864217474555117,0.014238320820033836,0.15900226150178687,0.2958596576531135,0.3936304764633419,0.5715964291084068
random_search,0.04114678580164843,0.0924438911890727,0.04651713932450338,0.8178508722985827,0.0020413113861928057,0.18189359414170025,0.21142409422144587,0.5529963160474388,0.6582848636193159
grid_search,0.0011636955195215106,0.02211400203334627,0.12694525527871428,0.803513559347235,0.04626348782118298,0.2,0.4,0.6,0.8
random_search,0.803887044690261,0.019837666203132372,0.001087764845946902,0.12010904470906789,0.05507847955159193,0.2740943021982717,0.5671287633992834,0.6886693641451213,0.8560488570484218
random_search,0.0015273497521726051,0.1588012559535268,0.7775895909550039,0.06046154087822208,0.0016202624610746584,0.12868704751639864,0.5451203250921548,0.802124461512686,0.8433654579850484
random_search,0.10108541758114785,0.8184491513127369,0.029453781430681572,0.0345546749034118,0.016456974772021876,0.13761178271457328,0.7261181693730362,0.7425310629885904,0.8673632321042966
random_search,0.019617444894458814,0.8040055938860641,0.009063151809131987,0.0395417849428234,0.12777202446752173,0.2701874107921427,0.5736899896643518,0.7060766406954978,0.8859566896551649
random_search,0.7948718712758882,0.1493941791746287,0.016095940505343683,0.021459457783291166,0.018178551260848115,0.18987185205742677,0.23151790649679105,0.5147873262105735,0.6414524168460594
random_search,0.01371738297681301,0.0013708473495127904,0.20297437838017307,0.7585440523894742,0.023393338904026853,0.24179304231104082,0.26856333845305247,0.47832178500621436,0.7086569094694055
random_search,0.02390215621190408,0.7959360319510845,0.04962644822176465,0.12875468487046937,0.0017806787447772672,0.18199215002048932,0.2655582880692974,0.2718102774836263,0.8141928827305271
random_search,0.0345878802180568,0.8214177514109227,0.022834275934533646,0.0778664466669614,0.043293645769525574,0.263404352266534,0.3444961725541392,0.3846728004634494,0.7891398659625517
random_search,0.024533599846632535,0.015037189789398858,0.06681913915126943,0.8153716125710648,0.07823845864163426,0.12666826620542745,0.13831803541887105,0.2675577783795028,0.4443070018679943
random_search,0.03339544966554299,0.0745232282254456,0.016771029450914007,0.8188849693399171,0.056425323318180225,0.2357993090727808,0.3887369918569144,0.45106364273412203,0.8967709812472777
random_search,0.7711064950269404,0.030227643680542718,0.01162294475437324,0.007359329133858178,0.1796835874042855,0.21214884265140854,0.33075945148552466,0.5873297193466367,0.8636791776057371
random_search,0.0737048642506302,0.005460901961907376,3.150538124881932e-05,0.1478673277780891,0.7729354006281245,0.14787068022393252,0.2544006788622969,0.6418060851726843,0.7785018539329492
random_search,0.0021550650663617584,0.07060321711337096,0.05550774017976369,0.06389396991804114,0.8078400077224626,0.25224554920560194,0.27552587909312387,0.3678485728929546,0.7776934489219706
random_search,0.029963692065007503,0.8012727244783207,0.10331992679254844,0.005876927734610116,0.059566728929513306,0.4003675601437474,0.7420259239135593,0.8598008661207219,0.8990119827040394
random_search,0.008480129691573725,0.7807440283548294,0.0835339219368009,0.0033734439515069434,0.12386847606528902,0.1422100761805013,0.34418936010760115,0.34894987188741167,0.4003039476940411
random_search,0.11364450777272647,0.09558429096343912,0.7802430723090994,0.006048612426363841,0.0044795165283710746,0.18680135630925193,0.2189615855653444,0.32904809236509036,0.5535569857546918
random_search,0.0184856363766234,0.02000973212218401,0.7993515279558726,0.11840247428341144,0.04375062926190858,0.3343044025798546,0.430366769511543,0.6250585797757695,0.849333422869955
random_search,0.05071159282180476,0.013452023578004525,0.051992436306803384,0.07184216924740024,0.8120017780459869,0.20420116086133813,0.26004445991290615,0.35018670653287465,0.6750490430971889
random_search,0.056442580459646736,0.019746924568158037,0.051303387327108894,0.06247468582493452,0.8100324218201519,0.23960939159147115,0.3999993861663781,0.5103809319061178,0.6938485749651234
random_search,0.014447827690736338,0.0028962313141290223,0.01873279088012651,0.2472802275861287,0.7166429225288794,0.19985296500418936,0.42767928516354764,0.7087467578601507,0.7143085018428785
random_search,0.01499469442339853,0.7710217167569358,0.018980306410348362,0.16688496967366892,0.028118312735648344,0.3084101127354858,0.6736552390684752,0.8995447040467128,0.9101801834091211
random_search,0.05392136608393055,0.002890133732075192,0.7901572427894032,0.04443290316668478,0.1085983542279062,0.27236293703055936,0.2759558763237818,0.5153018208932674,0.7089688291228791
random_search,0.00950873553266962,0.1189604481453577,0.020034102549462085,0.06428151883542936,0.7872151949370813,0.2696724198993007,0.3256093261665505,0.3496790005684757,0.7847305473933941
random_search,0.02649918200084392,0.7504900914604113,0.004952622205258616,0.022662038866038924,0.1953960654674472,0.21555819562843243,0.3800944022747423,0.5602268225920388,0.7393935152678168
random_search,0.03997802165556135,0.018042476641329862,0.79916388016444,0.097159433700178,0.04565618783849093,0.16795022128030393,0.24250948215029727,0.5202611585273116,0.5204833798080698
random_search,0.7919498286151918,0.06017922062748931,0.10593435114835423,0.02968115865766327,0.012255440951301226,0.24229790571262472,0.7585274486046921,0.7964590782625577,0.8057134541444599
random_search,0.7906875551276609,0.094102755319617,0.06054338212287598,0.05037169257045254,0.00429461485939361,0.12781384738863452,0.49656362083369254,0.5667766097687753,0.6857769158049567
random_search,0.0002179053250078034,0.20591894922266116,0.04004884556053686,0.7342263090111663,0.019587990880627824,0.28193568738447594,0.3197885751087124,0.6453102502524706,0.7766298676515415
random_search,0.12405871428309641,0.7496985400792485,0.1211117908638077,0.0010261333751983843,0.004104821398649164,0.636225222208862,0.7304580152510897,0.7472128007655264,0.8257728131212762
random_search,0.7585990294036411,0.0077355345439956286,0.008350775270143329,0.07115048303097604,0.15416417775124394,0.40774601489088363,0.4939314745195456,0.5618811147994445,0.8303664330812918
random_search,0.24810345646063894,0.00604405279366943,0.03044694221110413,0.007722512400523447,0.7076830361340641,0.45141522344822416,0.5432232987347713,0.544824555495603,0.6000685854458948
random_search,0.010156259218305147,0.01634383651660074,0.7515636869390669,0.04245160699271889,0.17948461033330837,0.25773207163441025,0.27115177156750414,0.5191986584631106,0.8084052153569861
random_search,0.023651105355699763,0.3017081115997761,0.009001211489430484,0.6642808562470759,0.0013587153080177206,0.18760315472491845,0.5667324546327024,0.6134655796365778,0.7283441468022149
grid_search,0.05,0.05,0.05,0.05,0.7999999999999998,0.2,0.4,0.6,0.8
random_search,0.2634465315938582,0.6932721823658642,0.024517857979686187,0.002361810410296763,0.016401617650294784,0.12523828688226127,0.3363401823435458,0.5177180368754509,0.5884468982445771
random_search,0.017556459956286893,0.097607406576802,0.7801295086022637,0.019343882411369785,0.08536274245327774,0.139566077427344,0.20552412016866323,0.6771329255921198,0.8301020633210267
random_search,0.08998041668937432,0.010347647997644514,0.012893037720581785,0.12043891045947956,0.7663399871329198,0.7801845736793803,0.8077680517457648,0.8201934473695809,0.8850719520587343
random_search,0.07776021743726352,0.038098773140663435,0.7810104061825819,0.0918321731258415,0.011298430113649748,0.29277956610866185,0.5353438495290678,0.595614685291934,0.6938803323590259
random_search,0.2759050095211113,0.002475172000680392,0.01290276878283408,0.02818860886786229,0.680528440827512,0.36420354527824206,0.5074582245203618,0.5234898935975305,0.6746043365980052
random_search,0.04500653772948206,0.10878464923096681,0.008300800600483459,0.061861701599242855,0.776046310839825,0.2655520035216596,0.29351521656539803,0.5652002038251293,0.6767651352123404
random_search,0.020070666106266306,0.03167869164474186,0.7782776105639762,0.11572344251003971,0.05424958917497604,0.20861950160895065,0.2510616579327831,0.3714493349822563,0.8305533346775362
random_search,0.031971286434280974,0.05254507650740746,0.06977578151727315,0.05349373297811073,0.7922141225629278,0.22920774914916958,0.5281181477387233,0.6428614910792753,0.9032729739818003
random_search,0.14099086781852524,0.005500474228791284,0.01782127744294066,0.080903941716349,0.7547834387933937,0.1552676444299825,0.39211269571499485,0.5008803670136401,0.8380387507723238
random_search,0.053410469475095826,0.7750450319412578,0.08696380328315008,0.08013363884107207,0.004447056459424065,0.39371698638934927,0.4497992060635723,0.6469360716764785,0.6621660476904421
random_search,0.02474638667786363,0.017854917213451144,0.18605865463379095,0.027259232338748027,0.7440808091361464,0.23013014864618453,0.3174678099031622,0.5980589390259503,0.7150975822425776
random_search,0.18634682149830523,0.015459477259421947,0.03722807855525537,0.01840586200616511,0.7425597606808523,0.2747869106023826,0.4416968006906168,0.488259736185355,0.5460625161086924
random_search,0.08332560374365369,0.02689106276320532,0.1259020202952161,0.004244269730143376,0.7596370434677814,0.12703763137819385,0.31982313921406175,0.7225962711053725,0.8855059387581501
random_search,0.10409035510711596,0.03367398573318006,0.019681519196732934,0.7762213233832398,0.06633281657973138,0.15473604818748316,0.5340856760151098,0.5707830412448482,0.6388557066915023
random_search,0.01377374816768075,0.04217895689766508,0.7680367707790973,0.04821439855707432,0.1277961255984826,0.3600185537541722,0.39679042068722925,0.4598778745354177,0.8722836675408464
random_search,0.03913210405199977,0.7883495405750184,0.058148278610965304,0.04959317093894574,0.06477690582307079,0.5227970883862495,0.5553503782578628,0.6313051220118819,0.7206944308478253
random_search,0.12642361699132393,0.011511843309241838,0.014863965730411108,0.7554307400812721,0.09176983388775108,0.2935018456177968,0.487741832470026,0.5682418684718274,0.7059851463919158
random_search,0.045499075426893035,0.005130716707047942,0.015616649206879392,0.22121371009543467,0.712539848563745,0.285410113847841,0.5275840722756714,0.8049995096500991,0.8916149232390925
random_search,0.039698724696698245,0.06271572019895905,0.753663754557696,0.002966217779730666,0.14095558276691594,0.4173902272881218,0.5920184722496465,0.6317992820022791,0.8923540669859443
random_search,0.7824069024483565,0.08643901632078763,0.039158607582662576,0.05725988872979836,0.034735584918395054,0.295445246237753,0.3144855819167185,0.398574283232521,0.5838543299757728
random_search,0.02556846974496451,0.2040377297123164,0.027431519139661718,0.7273293597060879,0.015632921696969455,0.3112282796913014,0.7979019106948761,0.8732156268181551,0.8965268235521409
random_search,0.0919437200486328,0.12139180125287419,0.002378580878971996,0.7521987686515567,0.03208712916796423,0.281427162616741,0.43573619227780236,0.6628448682092124,0.8338864289896523
random_search,0.004194779346507051,0.19410336015888768,0.03211187591812661,0.042155500221247574,0.727434484355231,0.14809344888773326,0.24955325619970495,0.43935624212623237,0.631400272284936
random_search,0.26456425560043156,0.01862546907404828,0.6830990069618622,0.008874857547361387,0.024836410816296586,0.12158186481188674,0.24179842294030562,0.3057814681976446,0.5346122084715271
random_search,0.08189895379662825,0.00022596642348402077,0.015153170808010125,0.18521789802013494,0.7175040109517427,0.14122594976485947,0.5171339859514467,0.7147679689779083,0.8017162696553454
random_search,0.023796092973832027,0.00459773188997611,0.16343965950288614,0.737555587087709,0.07061092854559685,0.1952484872321209,0.5465552031233288,0.6982175743707831,0.9075379264127468
random_search,0.1332205835356891,0.03040916603544012,0.016091161445490994,0.7588192457561844,0.061459843227195304,0.3659956452211609,0.6700109726343648,0.7534684927832034,0.8488151362284887
random_search,0.019946749162282614,0.009150303449586944,0.044201457756709354,0.7189824814512513,0.20771900818017,0.1293669431797438,0.3821647626219666,0.4053477505073796,0.5272510587944039
random_search,0.0446687250776118,0.043545339407042645,0.09749302741166017,0.03814501519043908,0.7761478929132462,0.13210780571103758,0.18136014266212974,0.4600493129842258,0.6877303819246651
random_search,0.11644027740624696,0.04881897521688869,0.005884604300563579,0.07050688328409119,0.7583492597922096,0.35329718160765966,0.4845471613377531,0.7405280492986812,0.7547567367407401
random_search,0.0341882331030292,0.07456058014630768,0.013296064137091834,0.11745931561109603,0.7604958070024753,0.42408718614666985,0.47967974744962527,0.48936315040007533,0.7418706432372261
random_search,0.18499308613485174,0.7291034801263009,0.03306337807419774,0.004790987804661973,0.04804906785998757,0.14140531596525202,0.5857748700363373,0.6639915079726652,0.7723375747832778
random_search,0.7048626325246807,0.0026257505463300043,0.16461626628970283,0.12649233446387534,0.0014030161754111177,0.16076878252379456,0.6304028137327682,0.6959671357853761,0.7613427687362615
random_search,0.12914356699909574,0.03263991649904388,0.7566267747008244,0.06593711556634078,0.015652626234695093,0.3024420694894032,0.3254314780857137,0.46797668937592557,0.5312287183889584
random_search,0.02598146553147259,0.7700613080023652,0.04211107707955027,0.09989918699421028,0.06194696239240167,0.41023133510271126,0.4450422930747281,0.6786960332239458,0.8237140390725514
random_search,0.26128792514401505,0.008957054222341746,0.6768995059414706,0.045904790084287155,0.006950724607885263,0.24455890088470278,0.4442074034105266,0.7416827083272695,0.8691313203203052
random_search,0.14162052016624793,0.028779510059010967,0.01247131329510588,0.7488046113314258,0.06832404514820938,0.3174547372637958,0.32993196008572323,0.49887500577947524,0.5462856971794555
random_search,0.06144807704140457,0.0056826380447754605,0.7581625935680222,0.0966349464780223,0.07807174486777542,0.16209379381419378,0.20389583560655034,0.3136065734402515,0.37042641846646207
random_search,0.11037076919076619,0.004664904582493285,0.007942562232658866,0.1585210218441206,0.7185007421499612,0.26795608683339733,0.3643736452170435,0.4144689659620184,0.6328830702572669
random_search,0.1309071943866538,0.04318949590353929,0.02479830664241852,0.7587107647437893,0.04239423832359894,0.2661367637997298,0.28070889607781846,0.41163386814947317,0.6138061175933566
random_search,0.005455963072352845,0.003932703905085416,0.21280267400806793,0.0831681288279789,0.6946405301865148,0.12431600161156584,0.34885662762770153,0.5870164253866658,0.7734095050951963
random_search,0.04972156320942263,0.6946122061805828,0.01654694058198915,0.006195882829703353,0.232923407198302,0.2400660273550616,0.24627945408235188,0.2932066823255224,0.6738951571579147
random_search,0.039676522145718596,0.32252471265414845,0.011023518668639487,0.0010581293276933311,0.6257171172038,0.5365642712044403,0.6750721029786328,0.6799918839303711,0.8777486057242918
random_search,0.7464635404375919,0.025155909064391326,0.09441927408671223,0.01270727556437654,0.12125400084692796,0.29427565919859644,0.34142218015797543,0.3782241459938766,0.47963469284569626
random_search,0.2804290981348421,0.6626876622646074,0.00783046550736446,0.015113514262823062,0.03393925983036295,0.1984081283164803,0.4117801280037581,0.764455503412472,0.8765128734407296
random_search,0.7705311553222014,0.061777749397841905,0.052752588788478834,0.08132268992559412,0.033615816565883826,0.28077619141517607,0.6377500294521281,0.6574815336417653,0.7456263461142418
random_search,0.12077089772867651,0.009482569902516577,0.03276160637757115,0.7465645043642241,0.09042042162701176,0.1671446142215103,0.3833461153536211,0.40126397960766164,0.5617030314712261
random_search,0.02494978154936455,0.7655817999402976,0.08424242611170527,0.045404661999178246,0.07982133039945441,0.12796506469103625,0.5201222341894639,0.7878161679713499,0.8165086951835628
random_search,0.040569662860414656,0.7468276477327558,0.14971996410954888,0.039202367697167596,0.02368035760011292,0.20794921821442935,0.5027175626262104,0.5073992892093994,0.6660172237489321
random_search,0.01988750300307464,0.07770440199352288,0.023344936530011816,0.13193658581420836,0.7471265726591824,0.29176571873145485,0.4263417389912563,0.4867628527432014,0.9158997960317498
random_search,0.007230488787983182,0.0007281598566046561,0.0627840592839142,0.2808002121688026,0.6484570799026953,0.17278902867685567,0.4283233798540951,0.5814345481925243,0.8908939514160348
random_search,0.040128058127099686,0.04758652372995951,0.16399654505918776,0.012883589187405108,0.7354052838963479,0.3286544850955828,0.5564691325224803,0.6318639318030617,0.7127440300155734
random_search,0.06316480620585069,0.00015218667934386372,0.23416790349438543,0.019618731987255254,0.6828963716331647,0.14858478158635408,0.5569244275421668,0.6141171275491726,0.7713202256544709
random_search,0.10693740927048544,0.07579377724149161,0.014994579346029553,0.755242173896718,0.04703206024527536,0.13236657547222988,0.20092107266154274,0.23819229572369885,0.6670758126564229
random_search,0.051151396158813964,0.0009191367995057214,0.6552636662637773,0.014854855398347513,0.2778109453795554,0.13654735019373224,0.2316753747458139,0.4037361898338195,0.8112451414047667
random_search,0.020314959057898388,0.08104077333618408,0.10850278917629506,0.035400028696250134,0.7547414497333722,0.13243329212806126,0.29981726960941585,0.7520758462258106,0.7533315866988779
random_search,0.07023648531176761,0.05131553282431938,0.7702796054248081,0.05841000485279661,0.0497583715863084,0.5086607964154812,0.5724247716227648,0.6490188852067214,0.7828875349246329
random_search,0.2401753439815937,0.021712302437993304,0.024558187849801724,0.02192685232510458,0.6916273134055069,0.26508963827592835,0.5077834037337314,0.5146442501518047,0.6298481460093007
random_search,0.0779105745442077,0.051087486881883304,0.04860610293010574,0.05333879121210151,0.7690570444317019,0.36890528569796927,0.479553757054833,0.6225529176382419,0.686497825637175
random_search,0.6791042198865918,0.0011377746377814908,0.24529293013751804,0.02514194456987414,0.04932313076823457,0.42275443235571347,0.7409803522467194,0.859468141478387,0.8752647510291122
random_search,0.6101574713834688,0.017373250348952443,0.34451423348233057,0.009374767855758618,0.01858027692948953,0.15734366846907616,0.1675545055461481,0.491048651097348,0.7886612973754036
random_search,0.015287571109327255,0.09857389218638772,0.055969445523823366,0.7558383833173914,0.07433070786307025,0.2429259494873235,0.5601484318928599,0.6960854543980378,0.8724329478844342
random_search,0.07332722940849944,0.15349857211476048,0.7342694915728298,0.017115136836646314,0.02178957006726402,0.603881753683782,0.7314223368477862,0.7976910903147839,0.8226774626964123
random_search,0.150716789021688,0.028321806705515904,0.7424232775317938,0.04904567148453692,0.029492455256465412,0.16078937572693944,0.36790387866740637,0.6176079365547337,0.7674079708038202
random_search,0.46733942292560254,7.498081796472772e-05,0.010859546744812864,0.4913114377256535,0.030414611785966293,0.1555946745785972,0.526169650554928,0.5636281096596554,0.7826145131696052
random_search,0.6307294764350806,0.3146873668972753,0.03423803500506778,0.0077737210122150995,0.012571400650361445,0.24570904388716064,0.2648570967241768,0.43663078337255523,0.9034768953220834
random_search,0.20358003023084717,0.05567017655947474,0.7081351236184805,0.017051057660636578,0.015563611930561097,0.2590613193076036,0.41489738483408095,0.4847878795952482,0.8590471036672653
random_search,0.07761352460643356,0.08417947171419292,0.07887438493958014,0.008788713608329975,0.7505439051314634,0.26651252180407414,0.576931224716774,0.6289406001301953,0.8587238093351587
random_search,0.012252835560343314,0.007275826770139859,0.05295799950294498,0.6687249322193334,0.2587884059472384,0.276041091142312,0.5426428574054627,0.7484180114197131,0.8046541445575837
random_search,0.00041440742728555334,0.6814171409655729,0.11418723312781918,0.1978053430904331,0.006175875388889227,0.17641444756866712,0.3057635223561872,0.5540595487847757,0.8208163534942227
random_search,0.6713340423039418,0.008917053260759566,0.2582203761469902,0.0145694442742334,0.04695908401407505,0.4137163049658582,0.5314821440616011,0.5666835256316529,0.7106989799975715
grid_search,0.033498173633050264,0.40406664781144613,0.0016853998794444075,0.009961878650855538,0.5507879000252037,0.2,0.4,0.6,0.8
random_search,0.7189477742401795,0.06465126061643424,0.04666793836670397,0.16851620356446795,0.001216823212214358,0.21396200244350538,0.30982891513202315,0.476974500168249,0.6434022695048852
random_search,0.01547611323910067,0.00876880930504665,0.721272431957098,0.136856569872167,0.1176260756265876,0.31220699679125974,0.3434924743587975,0.57545104672913,0.6648655695471842
random_search,0.6684621356570415,0.0011721130386096303,0.017311485120338966,0.2517513812577054,0.06130288492630436,0.18579145941018832,0.6190061192838363,0.6823056012209657,0.8237640887112573
random_search,0.06632448654464482,0.024357139061157263,0.11714415515354985,0.7517095769786833,0.04046464226196473,0.18437032731059338,0.27513713558278063,0.827346712625831,0.9144437919708798
random_search,0.7240024928462425,0.013068598741132238,0.08097129282486819,0.01983259204236087,0.1621250235453963,0.3024020785190623,0.49081269492433466,0.7507299434503988,0.7860257214316592
random_search,0.01891817800819696,0.16544351628417156,0.1105974917392532,0.7044886165303488,0.0005521974380294332,0.15922263886881943,0.27486940720667286,0.6253872926660845,0.8194892041625036
random_search,0.13774505981338184,0.03784903650857115,0.7420918838461316,0.061632453740204755,0.020681566091710502,0.38951660714587294,0.4209111140298648,0.447056575643372,0.6273540484267583
random_search,0.5428009939739259,0.013746635677754266,0.00612035168511168,0.41538262978970053,0.021949388873507645,0.2960011146795798,0.3096575619937644,0.5682042563153652,0.7491338524036849
random_search,0.13319819465477434,0.6980012422852652,0.007056128386522798,0.005018203812561976,0.1567262308608758,0.6663806945046267,0.6851115686852227,0.7238136018513064,0.8603668548523564
grid_search,0.1489659377898772,0.0019712580779458083,0.6965092174848319,0.010010856861961034,0.14254272978538407,0.2,0.4,0.6,0.8
random_search,0.5985720486345479,0.005209621578480843,0.34580793660075104,0.04394692178256912,0.006463471403651099,0.22106673324597947,0.4327833070042081,0.7024172791600461,0.8758193776541306
random_search,0.7111974881280049,0.00647261024359071,0.15654610949371867,0.1108053620673384,0.014978430067347594,0.35762678733889225,0.3692964598840778,0.39434817639413405,0.7548335467267897
grid_search,0.02059088447860893,0.16365177843345302,0.040665529334930464,0.04447076460910729,0.7306210431439003,0.2,0.4,0.6,0.8
random_search,0.48511291959608516,0.01741102805812531,0.015556615017084654,0.475007989824151,0.0069114475045539085,0.12112990970972148,0.39859571617154593,0.5692494438830674,0.6407091753817524
random_search,0.06570388171592435,0.12701491510573826,0.7430284693264092,0.016513429761335727,0.047739304090592585,0.2837413033269393,0.5472640087908237,0.5958439167498092,0.833029777405168
random_search,0.01540342951211181,0.11343090964968276,0.6930080257492125,0.17788669503297372,0.0002709400560192706,0.125431378704076,0.33967014401673107,0.5079130149168467,0.541483834409107
random_search,0.1893282509941242,0.008610130423794667,0.06252102218490829,0.7103514934130872,0.02918910298408539,0.3552322773548783,0.4870104789653718,0.5824706942066761,0.7254780821581515
random_search,0.015247636384461404,0.06024445206827396,0.7479520815395445,0.09801555929313858,0.07854027071458144,0.12893731492564625,0.15009384058337163,0.6260584125819963,0.7811840606426272
random_search,0.14765422241705883,0.11106273731526227,0.009950499521204153,0.015945612271716602,0.715386928474758,0.29440229182003463,0.41419436283198646,0.5052233874716449,0.8032138541756209
random_search,0.6711997896750629,0.24177572653925575,0.0058778283211858365,0.012118128908960434,0.06902852655553514,0.12289152624252908,0.2770511347518111,0.37402421380736567,0.5387816794096967
random_search,0.0030739076820019834,0.020863620059352977,0.16268743263397376,0.7058487613961284,0.1075262782285428,0.3880127080849631,0.49767773277574434,0.7684107476985916,0.8697291401252356
random_search,0.06487856240957812,0.13106236338921712,0.741629939639831,0.023676615132132806,0.03875251942924099,0.616117325972438,0.6250287338448681,0.6313701279492012,0.7832700666687223
random_search,0.030562074102164754,0.7468386629039011,0.12078317417171022,0.06215192715270727,0.03966416166951643,0.19787124801933487,0.2775312991186424,0.41957728655792687,0.5147581343226475
random_search,0.00732661940693765,0.3852712552550725,0.000462668913006854,0.5576050586417958,0.04933439778318734,0.26678262291108423,0.32481426039624084,0.42898433844736183,0.7806395612455571
random_search,0.1805051155782012,0.01932943210625177,0.020761499280723024,0.7149169628408784,0.0644869901939457,0.22255255980387528,0.2861991533696761,0.725058896646886,0.7327318352825398
random_search,0.07782199200714057,0.02169834604931918,0.6816574872185881,0.21769502512565783,0.0011271495992945175,0.22453510639876845,0.23294710142698588,0.3284910583083106,0.8039278681765976
random_search,0.06138353308541647,0.10650230606626426,0.7259903516768061,0.10576334768518059,0.00036046148633246715,0.16181509602823752,0.25404963285333215,0.3676125372567191,0.4810840707052971
random_search,0.0022169814568947545,0.4609503171254512,0.49231978668396165,0.011129405690029697,0.03338350904366267,0.17362654641901204,0.45650323092653255,0.8809883055060617,0.8990092952342086
